position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
EDUCADOR/A,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-268,1,"S/. 3,000.00",08/11/2024,21/11/2024,3c2fb5f9-cbd8-410c-ba79-d2c09230cc95
ANALISTA DE ACOMPAÑAMIENTO PROFESIONAL,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-268,1,"S/. 5,000.00",08/11/2024,21/11/2024,2fc9de3d-c3e9-4e02-84f4-1d9d921d10f7
"""GESTOR AMBIENTAL DE OFICINA DESCONCENTRADA DE SERVICIOS (ODS) EN AMAZONAS""",SUPERINTENDENCIA NAC.SERV.DE SANEAMIENTO,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-270,1,"S/. 8,000.00",07/11/2024,20/11/2024,b9e7797f-445f-408f-a7ee-6a8b5bd4f113
ASISTENTE JURISDICCIONAL DE JUZGADO,PODER JUDICIAL,AMAZONAS - BAGUA GRANDE,728-006,1,"S/. 4,710.00",06/11/2024,19/11/2024,fce7525c-be10-4659-ad5a-bfd45739b179
PROFESIONAL MÉDICO DE EVALUACIÓN DE LAS PRESTACIONES,SEGURO INTEGRAL DE SALUD,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-108,1,"S/. 8,500.00",04/11/2024,15/11/2024,150ba204-8b38-4dde-9c7a-e4a1d486e617
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE COMUNICACIÓN Y LITERATURA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN AMAZONAS - SUPLENCIA TEMPORAL (002980),MINISTERIO DE EDUCACION,AMAZONAS - LAMUD,D.LEG 1057 - DETERMINADO (SUPLENCIA)-856,1,"S/. 4,500.00",04/11/2024,15/11/2024,e115f028-4064-40f5-b5f0-97166eb0f230
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) AUXILIAR MONITOR DE RESIDENCIA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN AMAZONAS - PLAZO DETERMINADO (007069),MINISTERIO DE EDUCACION,AMAZONAS - LAMUD,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-865,1,"S/. 2,500.00",04/11/2024,15/11/2024,1c080ea0-419c-47fa-b9e4-3e8dd1f2d2e8
UN/A COORDINADOR DE ENLACE REGIONAL EN AMAZONAS,"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES (CENEPRED)",AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-109,1,"S/. 8,000.00",31/10/2024,14/11/2024,41678d9c-f4f5-41b9-946e-7d458d6b9ffc
DEFENSOR PÚBLICO DE DEFENSA DE VÍCTIMAS SNEJ PARA LA DIRECCIÓN GENERAL DE DEFENSA PUBLICA Y ACCESO A LA JUSTICIA – (AMAZONAS),MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-920,1,"S/. 7,114.19",30/10/2024,13/11/2024,a029e9eb-96d3-407c-ad86-1abf83dd9f9f
EDUCADOR/A,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-288,1,"S/. 3,000.00",29/10/2024,12/11/2024,cba3dfa0-2d56-4d69-96ac-6266883b2c29
ANALISTA DE ADMISION,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-287,1,"S/. 3,000.00",29/10/2024,12/11/2024,21a69194-8ad3-4df1-8134-1ec28aa68604
